ID,Status Bancario,Duracion del Credito,Historial Crediticio,Proposito del Credito,Monto Solicitado,Ahorro,Antiguedad Empleo,Tasa de pago,Sexo y Estado Civil,Deudores o Avales,Tiempo de Residencia,Propiedad,Edad,Otros pagos,Alojamiento,Credito Otorgados,Tipo de Empleo,Personas Responsables,Telefono,Extranjero
406,0 <= ... <200 DM,24,existing credits paid back duly till now,radio/television,2039,... <100 DM,... < 1 year,1,married/widowed,none,1,building society savings agreement,22,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
407,no checking account,24,critical account,car (used),2197,unknown/ no savings account,4<= ... < 7 years,4,single,none,4,"car or other, not in attribute 6",43,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes
408,... <0 DM,15,existing credits paid back duly till now,radio/television,1053,... <100 DM,... < 1 year,4,married/widowed,none,2,real estate,27,none,own,1,skilled employee / official,1,none,no
409,no checking account,24,existing credits paid back duly till now,radio/television,3235,500 <= ... < 1000 DM,.. >= 7 years,3,divorced/separated,none,2,"car or other, not in attribute 6",26,none,own,1,management/ self-employed,1,"yes, registered under the customers name",yes
410,... >= 200 DM ,12,critical account,car (new),939,500 <= ... < 1000 DM,4<= ... < 7 years,4,married/widowed,none,2,real estate,28,none,own,3,skilled employee / official,1,"yes, registered under the customers name",yes
411,0 <= ... <200 DM,24,existing credits paid back duly till now,radio/television,1967,... <100 DM,.. >= 7 years,4,divorced/separated/married,none,4,"car or other, not in attribute 6",20,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
412,no checking account,33,critical account,car (used),7253,... <100 DM,4<= ... < 7 years,3,single,none,2,"car or other, not in attribute 6",35,none,own,2,management/ self-employed,1,"yes, registered under the customers name",yes
413,no checking account,12,critical account,business,2292,... <100 DM,unemployed,4,single,none,2,"car or other, not in attribute 6",42,stores,own,2,management/ self-employed,1,"yes, registered under the customers name",yes
414,no checking account,10,existing credits paid back duly till now,car (new),1597,500 <= ... < 1000 DM,1<= ... < 4 years,3,single,none,2,unknown / no property,40,none,rent,1,unskilled - resident,2,none,no
415,... <0 DM,24,existing credits paid back duly till now,car (new),1381,unknown/ no savings account,1<= ... < 4 years,4,divorced/separated/married,none,2,building society savings agreement,35,none,own,1,skilled employee / official,1,none,yes
416,no checking account,36,critical account,car (used),5842,... <100 DM,.. >= 7 years,2,single,none,2,building society savings agreement,35,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes
417,... <0 DM,12,existing credits paid back duly till now,car (new),2579,... <100 DM,... < 1 year,4,single,none,1,real estate,33,none,own,1,unskilled - resident,2,none,yes
418,... <0 DM,18,delay in paying off in the past,education,8471,unknown/ no savings account,1<= ... < 4 years,1,divorced/separated/married,none,2,"car or other, not in attribute 6",23,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes
419,no checking account,21,existing credits paid back duly till now,car (new),2782,500 <= ... < 1000 DM,4<= ... < 7 years,1,divorced/separated/married,none,2,"car or other, not in attribute 6",31,bank,own,1,management/ self-employed,1,none,yes
420,0 <= ... <200 DM,18,existing credits paid back duly till now,car (new),1042,unknown/ no savings account,1<= ... < 4 years,4,divorced/separated/married,none,2,building society savings agreement,33,none,own,1,skilled employee / official,1,none,yes
421,no checking account,15,existing credits paid back duly till now,car (new),3186,.. >= 1000 DM,4<= ... < 7 years,2,divorced/separated/married,none,3,"car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1,none,yes
422,0 <= ... <200 DM,12,existing credits paid back duly till now,car (used),2028,unknown/ no savings account,1<= ... < 4 years,4,single,none,2,"car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,none,yes
423,0 <= ... <200 DM,12,critical account,car (new),958,... <100 DM,4<= ... < 7 years,2,single,none,3,real estate,47,none,own,2,unskilled - resident,2,none,yes
424,no checking account,21,delay in paying off in the past,furniture/equipment,1591,100 <= ... <500 DM,4<= ... < 7 years,4,single,none,3,real estate,34,none,own,2,management/ self-employed,1,none,yes
425,0 <= ... <200 DM,12,existing credits paid back duly till now,furniture/equipment,2762,unknown/ no savings account,.. >= 7 years,1,divorced/separated/married,none,2,building society savings agreement,25,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
426,0 <= ... <200 DM,18,existing credits paid back duly till now,car (used),2779,... <100 DM,1<= ... < 4 years,1,married/widowed,none,3,"car or other, not in attribute 6",21,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
427,no checking account,28,critical account,radio/television,2743,... <100 DM,.. >= 7 years,4,single,none,2,"car or other, not in attribute 6",29,none,own,2,skilled employee / official,1,none,yes
428,no checking account,18,critical account,radio/television,1149,.. >= 1000 DM,1<= ... < 4 years,4,single,none,3,real estate,46,none,own,2,skilled employee / official,1,none,yes
429,no checking account,9,existing credits paid back duly till now,furniture/equipment,1313,... <100 DM,.. >= 7 years,1,single,none,4,"car or other, not in attribute 6",20,none,own,1,skilled employee / official,1,none,yes
430,... <0 DM,18,critical account,repairs,1190,... <100 DM,unemployed,2,divorced/separated/married,none,4,unknown / no property,55,none,for free,3,unemployed/ unskilled- non-resident,2,none,yes
431,no checking account,5,existing credits paid back duly till now,business,3448,... <100 DM,4<= ... < 7 years,1,single,none,4,real estate,74,none,own,1,unskilled - resident,1,none,yes
432,0 <= ... <200 DM,24,existing credits paid back duly till now,others,11328,... <100 DM,1<= ... < 4 years,2,single,co-applicant,3,"car or other, not in attribute 6",29,bank,own,2,management/ self-employed,1,"yes, registered under the customers name",yes
433,... <0 DM,6,critical account,furniture/equipment,1872,... <100 DM,unemployed,4,single,none,4,unknown / no property,36,none,for free,3,management/ self-employed,1,"yes, registered under the customers name",yes
434,no checking account,24,critical account,repairs,2058,... <100 DM,1<= ... < 4 years,4,divorced/separated,none,2,real estate,33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
435,... <0 DM,9,existing credits paid back duly till now,furniture/equipment,2136,... <100 DM,1<= ... < 4 years,3,single,none,2,real estate,25,none,own,1,skilled employee / official,1,none,yes
436,0 <= ... <200 DM,12,existing credits paid back duly till now,radio/television,1484,unknown/ no savings account,1<= ... < 4 years,2,married/widowed,none,1,real estate,25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
437,no checking account,6,existing credits paid back duly till now,repairs,660,500 <= ... < 1000 DM,4<= ... < 7 years,2,married/widowed,none,4,real estate,23,none,rent,1,unskilled - resident,1,none,yes
438,no checking account,24,critical account,car (new),1287,.. >= 1000 DM,.. >= 7 years,4,divorced/separated/married,none,4,real estate,37,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
439,... <0 DM,42,critical account,repairs,3394,... <100 DM,unemployed,4,single,co-applicant,4,"car or other, not in attribute 6",65,none,own,2,unemployed/ unskilled- non-resident,1,none,yes
440,... >= 200 DM ,12,all credits at this bank paid back duly,business,609,... <100 DM,... < 1 year,4,divorced/separated/married,none,1,real estate,26,none,own,1,unemployed/ unskilled- non-resident,1,none,yes
441,no checking account,12,existing credits paid back duly till now,car (new),1884,... <100 DM,.. >= 7 years,4,single,none,4,"car or other, not in attribute 6",39,none,own,1,management/ self-employed,1,"yes, registered under the customers name",yes
442,... <0 DM,12,existing credits paid back duly till now,furniture/equipment,1620,... <100 DM,1<= ... < 4 years,2,divorced/separated/married,co-applicant,3,building society savings agreement,30,none,own,1,skilled employee / official,1,none,yes
443,0 <= ... <200 DM,20,delay in paying off in the past,others,2629,... <100 DM,1<= ... < 4 years,2,single,none,3,"car or other, not in attribute 6",29,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
444,no checking account,12,existing credits paid back duly till now,education,719,... <100 DM,.. >= 7 years,4,single,none,4,"car or other, not in attribute 6",41,bank,own,1,unskilled - resident,2,none,yes
445,0 <= ... <200 DM,48,critical account,furniture/equipment,5096,... <100 DM,1<= ... < 4 years,2,divorced/separated/married,none,3,"car or other, not in attribute 6",30,none,own,1,management/ self-employed,1,"yes, registered under the customers name",yes
446,no checking account,9,critical account,education,1244,unknown/ no savings account,.. >= 7 years,4,divorced/separated/married,none,4,building society savings agreement,41,none,rent,2,unskilled - resident,1,none,yes
447,... <0 DM,36,existing credits paid back duly till now,car (new),1842,... <100 DM,... < 1 year,4,divorced/separated/married,none,4,"car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
448,0 <= ... <200 DM,7,existing credits paid back duly till now,radio/television,2576,... <100 DM,1<= ... < 4 years,2,single,guarantor,2,real estate,35,none,own,1,skilled employee / official,1,none,yes
449,... >= 200 DM ,12,existing credits paid back duly till now,furniture/equipment,1424,unknown/ no savings account,.. >= 7 years,3,divorced/separated/married,none,4,real estate,55,none,own,1,management/ self-employed,1,"yes, registered under the customers name",yes
450,0 <= ... <200 DM,15,delay in paying off in the past,repairs,1512,.. >= 1000 DM,1<= ... < 4 years,3,married/widowed,none,3,building society savings agreement,61,stores,own,2,skilled employee / official,1,none,yes
451,no checking account,36,critical account,car (used),11054,unknown/ no savings account,1<= ... < 4 years,4,single,none,2,"car or other, not in attribute 6",30,none,own,1,management/ self-employed,1,"yes, registered under the customers name",yes
452,no checking account,6,existing credits paid back duly till now,radio/television,518,... <100 DM,1<= ... < 4 years,3,divorced/separated/married,none,1,real estate,29,none,own,1,skilled employee / official,1,none,yes
453,no checking account,12,no credits taken,furniture/equipment,2759,... <100 DM,.. >= 7 years,2,single,none,4,building society savings agreement,34,none,own,2,skilled employee / official,1,none,yes
454,no checking account,24,existing credits paid back duly till now,car (used),2670,... <100 DM,.. >= 7 years,4,single,none,4,"car or other, not in attribute 6",35,none,own,1,management/ self-employed,1,"yes, registered under the customers name",yes
455,... <0 DM,24,existing credits paid back duly till now,car (new),4817,... <100 DM,4<= ... < 7 years,2,single,co-applicant,3,building society savings agreement,31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
456,no checking account,24,existing credits paid back duly till now,car (used),2679,... <100 DM,... < 1 year,4,divorced/separated/married,none,1,unknown / no property,29,none,own,1,management/ self-employed,1,"yes, registered under the customers name",yes
457,... <0 DM,11,critical account,car (new),3905,... <100 DM,1<= ... < 4 years,2,single,none,2,real estate,36,none,rent,2,skilled employee / official,2,none,yes
458,... <0 DM,12,existing credits paid back duly till now,car (used),3386,... <100 DM,.. >= 7 years,3,single,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes
